state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,arrival
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2026-06-14,2427.73,2621.73,2535.24,78.4
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2026-06-14,2176.33,2396.67,2314.5,122.5
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2026-06-21,2196.25,2432.45,2291.79,77.4
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2026-06-21,2270.93,2482.39,2395.21,101.4
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2026-06-21,2020.13,2270.53,2189.43,98.2
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2026-06-21,1671.07,1976.41,1841.46,119.8
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2026-06-21,1944.53,2190.81,2044.81,100.6
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2026-06-21,1552.65,1867.91,1692.6,107.8
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2026-06-21,1237.11,1474.86,1347.13,111.0
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2026-06-21,1785.14,1972.18,1887.58,103.8
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2026-06-21,1486.05,1719.04,1637.19,96.6
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2026-06-21,3981.19,4266.63,4125.59,74.3
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2026-06-21,4379.44,4691.67,4540.5,77.4
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2026-06-21,4261.98,4529.82,4389.48,75.9
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2026-06-21,2023.56,2210.18,2107.82,82.2
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2026-06-21,2209.03,2428.09,2330.42,72.7
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2026-06-21,1964.88,2237.59,2137.45,97.4
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2026-06-28,2169.55,2423.83,2251.34,117.1
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2026-06-28,2108.47,2345.98,2189.67,125.0
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2026-06-28,1852.01,2199.67,2022.6,100.6
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2026-06-28,1852.35,2105.14,1940.16,101.4
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2026-06-28,2030.35,2293.55,2171.82,132.9
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2026-06-28,1806.67,2056.0,1902.02,86.5
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2026-06-28,1294.76,1612.63,1447.73,88.1
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2026-06-28,1733.48,1975.68,1864.46,81.0
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2026-06-28,1255.7,1525.91,1409.01,95.1
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2026-06-28,4364.92,4593.27,4466.87,112.4
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2026-06-28,4271.99,4526.93,4425.4,106.1
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2026-06-28,4353.67,4636.66,4471.49,116.4
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2026-06-28,2155.84,2470.38,2297.71,118.7
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2026-06-28,2391.07,2719.09,2540.36,114.0
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2026-06-28,2144.58,2380.84,2233.42,81.8
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2026-07-05,1998.41,2213.07,2085.54,93.7
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2026-07-05,2242.89,2464.9,2351.4,96.0
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2026-07-05,1884.15,2180.43,2016.16,71.0
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2026-07-05,1828.3,2148.68,2003.6,73.4
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2026-07-05,1805.8,2103.23,1974.3,86.6
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2026-07-05,1666.85,1910.88,1762.12,74.1
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2026-07-05,1544.18,1746.82,1652.84,124.1
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2026-07-05,1571.54,1825.16,1692.98,110.0
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2026-07-05,1374.62,1599.27,1457.83,119.4
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2026-07-05,4088.65,4324.65,4233.79,121.7
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2026-07-05,4465.87,4696.36,4570.7,130.3
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2026-07-05,4154.08,4432.89,4315.11,72.6
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2026-07-05,2225.03,2446.57,2364.38,81.9
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2026-07-05,2453.95,2690.56,2568.44,105.4
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2026-07-05,1973.12,2305.64,2131.4,120.2
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2026-07-12,2100.92,2397.44,2241.06,121.1
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2026-07-12,2251.54,2553.53,2410.3,121.9
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2026-07-12,1871.46,2133.79,2049.56,74.2
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2026-07-12,1698.65,1928.03,1833.35,102.4
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2026-07-12,1715.92,1976.31,1894.68,79.7
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2026-07-12,1515.68,1792.34,1679.95,79.7
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2026-07-12,1283.71,1589.0,1461.51,86.0
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2026-07-12,1587.49,1868.61,1762.03,94.5
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2026-07-12,1420.82,1632.25,1509.89,113.3
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2026-07-12,4340.21,4647.56,4470.45,111.0
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2026-07-12,4448.39,4744.8,4578.85,114.1
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2026-07-12,4028.69,4302.19,4136.64,108.6
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2026-07-12,2304.83,2615.56,2437.91,72.7
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2026-07-12,2393.9,2587.15,2504.04,74.2
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2026-07-12,2226.89,2474.91,2326.91,70.3
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2026-07-19,2206.7,2460.53,2354.18,112.0
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2026-07-19,2380.42,2646.98,2495.31,84.4
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2026-07-19,1926.85,2208.24,2042.98,107.3
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2026-07-19,1912.46,2183.85,2013.84,127.0
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2026-07-19,1865.94,2079.3,1949.84,106.5
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2026-07-19,1869.82,2128.38,1973.67,108.1
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2026-07-19,1480.35,1814.74,1641.05,123.9
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2026-07-19,1416.33,1718.72,1567.37,85.2
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2026-07-19,1246.8,1457.24,1360.95,103.4
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2026-07-19,4346.83,4577.95,4480.15,110.5
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2026-07-19,4618.92,4873.1,4700.34,82.8
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2026-07-19,4227.11,4401.9,4311.07,128.6
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2026-07-19,2089.87,2280.54,2197.26,104.2
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2026-07-19,2416.46,2633.62,2515.75,123.9
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2026-07-19,2227.14,2453.83,2341.04,131.8
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2026-07-26,2224.68,2407.41,2307.2,77.9
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2026-07-26,2248.26,2600.19,2427.34,113.2
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2026-07-26,2013.71,2258.35,2146.89,76.3
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2026-07-26,1857.99,2178.89,2014.46,87.5
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2026-07-26,2000.71,2280.84,2124.15,122.1
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2026-07-26,1841.64,2125.41,1952.49,73.9
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2026-07-26,1261.92,1598.36,1441.35,76.3
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2026-07-26,1456.96,1686.0,1602.59,114.8
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2026-07-26,1364.84,1665.0,1524.76,122.9
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2026-07-26,4242.86,4440.24,4332.65,117.3
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2026-07-26,4570.93,4780.0,4655.18,79.5
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2026-07-26,4262.88,4504.66,4382.15,84.3
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2026-07-26,2358.81,2635.22,2465.85,108.4
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2026-07-26,2588.25,2831.28,2701.03,92.4
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2026-07-26,2155.49,2391.5,2261.23,94.0
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2026-08-02,2192.1,2443.87,2307.29,94.7
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2026-08-02,2322.4,2590.46,2484.79,112.0
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2026-08-02,2306.18,2641.41,2464.65,83.1
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2026-08-02,1794.05,2020.9,1888.26,99.6
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2026-08-02,2073.85,2374.09,2235.67,119.4
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2026-08-02,1699.76,1964.24,1872.72,130.9
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2026-08-02,1579.32,1817.31,1731.42,124.3
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2026-08-02,1559.4,1807.74,1720.99,126.0
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2026-08-02,1493.54,1745.69,1599.4,85.6
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2026-08-02,4208.8,4551.98,4382.5,90.6
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2026-08-02,4593.9,4844.99,4706.23,98.8
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2026-08-02,4341.15,4561.04,4465.41,80.7
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2026-08-02,2190.86,2496.37,2370.84,136.7
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2026-08-02,2662.01,2962.49,2790.25,78.2
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2026-08-02,2442.38,2706.74,2533.78,90.6
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2026-08-09,2111.5,2338.49,2222.98,123.9
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2026-08-09,2210.65,2431.28,2332.27,102.7
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2026-08-09,2146.46,2402.31,2251.79,104.4
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2026-08-09,1988.63,2217.88,2072.51,102.7
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2026-08-09,2270.57,2505.52,2416.12,86.6
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2026-08-09,1636.44,1958.92,1791.3,78.9
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2026-08-09,1584.95,1813.8,1696.96,94.2
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2026-08-09,1817.77,2013.52,1927.46,129.0
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2026-08-09,1386.23,1610.28,1491.68,133.3
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2026-08-09,4182.63,4431.52,4288.82,101.8
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2026-08-09,4521.22,4769.15,4635.76,78.1
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2026-08-09,4272.47,4529.11,4390.36,123.1
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2026-08-09,2509.09,2812.26,2641.28,140.9
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2026-08-09,2628.23,2837.01,2714.1,102.7
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2026-08-09,2327.76,2632.27,2506.43,113.7
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2026-08-16,2417.53,2646.39,2553.73,90.5
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2026-08-16,2360.92,2644.03,2491.69,122.2
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2026-08-16,1919.17,2203.31,2062.06,123.9
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2026-08-16,1886.41,2217.56,2050.65,138.0
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2026-08-16,2082.83,2320.07,2218.45,109.0
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2026-08-16,2057.8,2324.66,2202.64,87.0
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2026-08-16,1497.12,1761.4,1611.02,139.7
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2026-08-16,1690.16,1948.32,1779.51,130.1
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2026-08-16,1529.53,1738.74,1629.51,146.8
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2026-08-16,4537.04,4828.91,4687.86,148.5
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2026-08-16,4693.53,4887.4,4803.44,144.1
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2026-08-16,4166.15,4330.96,4250.47,141.5
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2026-08-16,2505.33,2835.86,2680.21,147.6
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2026-08-16,2642.74,2894.96,2771.35,111.6
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2026-08-16,2166.27,2421.55,2298.44,108.1
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2026-08-23,2330.29,2679.6,2500.1,89.4
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2026-08-23,2307.31,2523.85,2425.77,136.9
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2026-08-23,2218.51,2424.71,2327.26,94.0
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2026-08-23,1914.61,2216.16,2044.23,117.7
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2026-08-23,2183.21,2390.24,2269.91,145.1
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2026-08-23,1972.68,2257.56,2078.96,134.2
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2026-08-23,1516.77,1753.94,1616.58,100.4
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2026-08-23,1543.81,1799.52,1681.85,127.8
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2026-08-23,1708.68,1925.38,1802.54,142.4
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2026-08-23,4446.69,4730.47,4613.51,106.8
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2026-08-23,4749.55,4933.5,4836.47,112.3
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2026-08-23,4454.14,4715.73,4606.93,118.6
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2026-08-23,2623.1,2876.0,2709.74,113.2
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2026-08-23,2541.05,2712.32,2629.95,90.4
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2026-08-23,2245.76,2514.59,2411.12,125.0
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2026-08-30,2225.21,2507.39,2347.84,110.1
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2026-08-30,2652.18,2961.15,2782.25,95.9
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2026-08-30,2168.3,2416.55,2331.37,117.7
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2026-08-30,2095.62,2410.78,2264.25,128.1
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2026-08-30,2187.63,2415.82,2293.96,103.5
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2026-08-30,2135.98,2394.35,2268.13,147.1
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2026-08-30,1840.39,2056.02,1950.93,120.5
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2026-08-30,1569.0,1831.2,1663.99,91.1
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2026-08-30,1783.01,2025.78,1876.39,103.5
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2026-08-30,4387.99,4586.81,4491.75,115.8
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2026-08-30,4661.24,4902.19,4745.97,112.0
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2026-08-30,4747.6,4986.9,4832.09,101.6
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2026-08-30,2562.06,2856.88,2701.27,125.3
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2026-08-30,2422.34,2642.95,2503.43,122.4
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2026-08-30,2277.86,2482.57,2383.62,91.1
Maharashtra,Nashik,Nashik,Rice,Demo,FAQ,2025-08-31,2266.02,2477.85,2383.38,161.3
Maharashtra,Pune,Pune,Rice,Demo,FAQ,2025-08-31,2491.97,2755.99,2605.78,100.2
Maharashtra,Nagpur,Nagpur,Rice,Demo,FAQ,2025-08-31,2072.32,2324.83,2174.66,105.0
Maharashtra,Nashik,Nashik,Rice,Demo,FAQ,2025-09-07,2240.94,2478.39,2389.42,114.2
Maharashtra,Pune,Pune,Rice,Demo,FAQ,2025-09-07,2439.61,2661.55,2521.49,93.3
Maharashtra,Nagpur,Nagpur,Rice,Demo,FAQ,2025-09-07,2296.9,2505.03,2385.34,115.2
Maharashtra,Nashik,Nashik,Rice,Demo,FAQ,2025-09-14,2456.03,2626.04,2542.93,116.5
Maharashtra,Pune,Pune,Rice,Demo,FAQ,2025-09-14,2368.2,2616.2,2457.49,132.0
Maharashtra,Nagpur,Nagpur,Rice,Demo,FAQ,2025-09-14,2210.18,2443.66,2315.7,109.3
Maharashtra,Nashik,Nashik,Rice,Demo,FAQ,2025-09-21,2312.82,2561.28,2472.54,141.0
Maharashtra,Pune,Pune,Rice,Demo,FAQ,2025-09-21,2451.17,2729.7,2564.8,128.2
Maharashtra,Nagpur,Nagpur,Rice,Demo,FAQ,2025-09-21,2261.62,2559.64,2404.09,168.8
Maharashtra,Nashik,Nashik,Rice,Demo,FAQ,2025-09-28,2347.37,2567.2,2448.65,126.9
Maharashtra,Pune,Pune,Rice,Demo,FAQ,2025-09-28,2537.99,2799.47,2699.52,99.4
Maharashtra,Nagpur,Nagpur,Rice,Demo,FAQ,2025-09-28,2257.39,2457.95,2333.28,150.1
Maharashtra,Nashik,Nashik,Rice,Demo,FAQ,2025-10-05,2522.58,2711.19,2611.4,172.7
Maharashtra,Pune,Pune,Rice,Demo,FAQ,2025-10-05,2564.58,2724.36,2648.81,178.4
Maharashtra,Nagpur,Nagpur,Rice,Demo,FAQ,2025-10-05,2314.51,2482.68,2404.17,140.9
Maharashtra,Nashik,Nashik,Rice,Demo,FAQ,2025-10-12,2388.49,2618.02,2506.06,117.6
Maharashtra,Pune,Pune,Rice,Demo,FAQ,2025-10-12,2768.41,2983.13,2875.82,160.6
Maharashtra,Nagpur,Nagpur,Rice,Demo,FAQ,2025-10-12,2310.34,2555.54,2418.85,125.7
Maharashtra,Nashik,Nashik,Rice,Demo,FAQ,2025-10-19,2456.13,2747.14,2600.01,156.7
Maharashtra,Pune,Pune,Rice,Demo,FAQ,2025-10-19,2754.08,3042.12,2882.84,142.5
Maharashtra,Nagpur,Nagpur,Rice,Demo,FAQ,2025-10-19,2455.27,2621.32,2539.65,150.8
Maharashtra,Nashik,Nashik,Rice,Demo,FAQ,2025-10-26,2473.6,2777.19,2631.71,187.9
Maharashtra,Pune,Pune,Rice,Demo,FAQ,2025-10-26,2399.88,2719.69,2565.2,201.1
Maharashtra,Nagpur,Nagpur,Rice,Demo,FAQ,2025-10-26,2288.49,2522.47,2439.09,192.7
Maharashtra,Nashik,Nashik,Rice,Demo,FAQ,2025-11-02,2365.95,2574.86,2444.56,133.7
Maharashtra,Pune,Pune,Rice,Demo,FAQ,2025-11-02,2632.62,2926.45,2787.56,133.7
Maharashtra,Nagpur,Nagpur,Rice,Demo,FAQ,2025-11-02,2525.6,2698.12,2607.64,113.0
Maharashtra,Nashik,Nashik,Rice,Demo,FAQ,2025-11-09,2525.93,2774.67,2628.62,203.7
Maharashtra,Pune,Pune,Rice,Demo,FAQ,2025-11-09,2750.32,2994.81,2863.62,156.1
Maharashtra,Nagpur,Nagpur,Rice,Demo,FAQ,2025-11-09,2682.18,2944.33,2802.95,163.5
Maharashtra,Nashik,Nashik,Rice,Demo,FAQ,2025-11-16,2600.96,2840.36,2689.82,116.9
Maharashtra,Pune,Pune,Rice,Demo,FAQ,2025-11-16,2809.13,3084.67,2933.88,196.0
Maharashtra,Nagpur,Nagpur,Rice,Demo,FAQ,2025-11-16,2584.89,2786.35,2671.51,123.0
Maharashtra,Nashik,Nashik,Rice,Demo,FAQ,2025-11-23,2412.28,2680.54,2522.55,171.6
Maharashtra,Pune,Pune,Rice,Demo,FAQ,2025-11-23,2674.38,2869.09,2764.31,134.2
Maharashtra,Nagpur,Nagpur,Rice,Demo,FAQ,2025-11-23,2534.42,2769.23,2610.3,194.6
Maharashtra,Nashik,Nashik,Rice,Demo,FAQ,2025-11-30,2637.98,2910.07,2762.68,177.8
Maharashtra,Pune,Pune,Rice,Demo,FAQ,2025-11-30,2670.45,2896.72,2819.72,164.7
Maharashtra,Nagpur,Nagpur,Rice,Demo,FAQ,2025-11-30,2265.81,2427.55,2343.89,171.9
Maharashtra,Nashik,Nashik,Rice,Demo,FAQ,2025-12-07,2319.19,2586.7,2428.89,133.6
Maharashtra,Pune,Pune,Rice,Demo,FAQ,2025-12-07,2875.99,3069.18,2961.96,186.4
Maharashtra,Nagpur,Nagpur,Rice,Demo,FAQ,2025-12-07,2313.92,2481.33,2406.1,145.4
Maharashtra,Nashik,Nashik,Rice,Demo,FAQ,2025-12-14,2446.96,2681.17,2567.73,105.4
Maharashtra,Pune,Pune,Rice,Demo,FAQ,2025-12-14,2695.83,2940.81,2857.73,181.0
Maharashtra,Nagpur,Nagpur,Rice,Demo,FAQ,2025-12-14,2340.01,2515.88,2436.24,178.8
Maharashtra,Nashik,Nashik,Rice,Demo,FAQ,2025-12-21,2562.32,2727.7,2636.78,127.1
Maharashtra,Pune,Pune,Rice,Demo,FAQ,2025-12-21,2749.38,2963.82,2833.16,181.7
Maharashtra,Nagpur,Nagpur,Rice,Demo,FAQ,2025-12-21,2498.69,2752.56,2624.66,133.8
Maharashtra,Nashik,Nashik,Rice,Demo,FAQ,2025-12-28,2376.62,2525.71,2450.59,155.6
Maharashtra,Pune,Pune,Rice,Demo,FAQ,2025-12-28,2803.47,3016.13,2930.85,155.6
Maharashtra,Nagpur,Nagpur,Rice,Demo,FAQ,2025-12-28,2375.27,2652.8,2529.87,134.0
Maharashtra,Nashik,Nashik,Rice,Demo,FAQ,2026-01-04,2334.68,2592.59,2451.51,108.3
Maharashtra,Pune,Pune,Rice,Demo,FAQ,2026-01-04,2612.54,2842.18,2721.02,162.5
Maharashtra,Nagpur,Nagpur,Rice,Demo,FAQ,2026-01-04,2480.98,2767.48,2621.85,135.9
Maharashtra,Nashik,Nashik,Rice,Demo,FAQ,2026-01-11,2400.86,2615.03,2517.55,101.7
Maharashtra,Pune,Pune,Rice,Demo,FAQ,2026-01-11,2613.37,2893.12,2731.27,151.5
Maharashtra,Nagpur,Nagpur,Rice,Demo,FAQ,2026-01-11,2358.25,2561.22,2477.44,145.2
Maharashtra,Nashik,Nashik,Rice,Demo,FAQ,2026-01-18,2507.86,2742.96,2604.02,119.4
Maharashtra,Pune,Pune,Rice,Demo,FAQ,2026-01-18,2654.41,2913.29,2808.47,111.8
Maharashtra,Nagpur,Nagpur,Rice,Demo,FAQ,2026-01-18,2412.68,2605.26,2509.13,110.7
Maharashtra,Nashik,Nashik,Rice,Demo,FAQ,2026-01-25,2336.38,2609.95,2467.27,156.9
Maharashtra,Pune,Pune,Rice,Demo,FAQ,2026-01-25,2610.66,2862.34,2703.75,107.2
Maharashtra,Nagpur,Nagpur,Rice,Demo,FAQ,2026-01-25,2185.65,2391.86,2318.05,130.9
Maharashtra,Nashik,Nashik,Rice,Demo,FAQ,2026-02-01,2454.67,2692.9,2587.8,165.6
Maharashtra,Pune,Pune,Rice,Demo,FAQ,2026-02-01,2475.01,2674.27,2589.1,144.7
Maharashtra,Nagpur,Nagpur,Rice,Demo,FAQ,2026-02-01,2307.41,2576.32,2442.42,127.4
Maharashtra,Nashik,Nashik,Rice,Demo,FAQ,2026-02-08,2291.26,2544.89,2387.33,119.4
Maharashtra,Pune,Pune,Rice,Demo,FAQ,2026-02-08,2518.21,2832.98,2669.39,197.4
Maharashtra,Nagpur,Nagpur,Rice,Demo,FAQ,2026-02-08,2098.46,2386.16,2242.4,180.9
Maharashtra,Nashik,Nashik,Rice,Demo,FAQ,2026-02-15,2290.02,2534.09,2414.42,200.5
Maharashtra,Pune,Pune,Rice,Demo,FAQ,2026-02-15,2537.08,2835.6,2670.73,160.9
Maharashtra,Nagpur,Nagpur,Rice,Demo,FAQ,2026-02-15,2405.99,2628.92,2488.35,124.9
Maharashtra,Nashik,Nashik,Rice,Demo,FAQ,2026-02-22,2257.99,2496.76,2399.47,122.6
Maharashtra,Pune,Pune,Rice,Demo,FAQ,2026-02-22,2439.8,2702.42,2559.79,196.6
Maharashtra,Nagpur,Nagpur,Rice,Demo,FAQ,2026-02-22,2407.99,2609.2,2515.44,205.1
Maharashtra,Nashik,Nashik,Rice,Demo,FAQ,2026-03-01,2333.55,2561.6,2436.1,120.7
